Sales Qty,,,,,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,MTD CY-1,MTD CY-1,MTD CY-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MTD-1,MTD-1,MTD-1,MTD-3,MTD-3,MTD-3,MTD-2,MTD-2,MTD-2,MTD-2,MTD,MTD,MTD,Open
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JF202010202    ,FLAT PLATE 200X200X10MM 2 X 20MM HOLES BLACK 250 PLATES PER PALLET,250,500,,,250,,,250,250,,500,500,,250,,,,,,,,,,,,250,,250,,,,,,,,,250,,,,,250,,,,,,,,,,250,,,,,,,,,500,,,,,250,250,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFBGRTLNCE60381,"Falcon Bolt Grout Lance 600mm , 38 A/F Claw ",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFBR32X602A38  ,"FALCON BOLT, R32X X 6M, SHELL A-38 HEX 2 X R3230X (SDA0051) ",,,,,,,,,,10,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,10,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFBT3809046AF  ,Falcon Bolt Tensioning Dolly T38F x 45AF  900mm Long ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,1350,1800,750,,1200,750,750,1350,600,1800,3150,,,,,,,,,750,,,,,,1200,1350,,,,750,,,,,750,,,,,750,,600,,,,,,,750,,,,1800,,,,,1500,900,600,,,,750,1050,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,300,300,300,300,450,750,300,450,,750,600,300,,,,,,,,300,,300,,,150,,300,,150,150,,150,,600,,,,,,300,300,,150,,,,,,300,,,,,,,,300,150,,450,,,,150,,300,,150,,150,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,2700,4200,2400,4500,2700,4500,3000,5400,2850,3600,4800,5850,3000,900,,,,,1800,,,2700,,,,4050,,1500,,1350,1800,,,,3000,,1950,,,2100,1350,,,1350,1500,,,,1950,,,2700,1800,,,,1500,900,,1350,4500,1350,,2250,,1350,1500,,3000,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JK20200550H2LG ,KANGA PLATE 200X200X5MM 50MM HOLE 2 HANGERS LOOP G 500 PLATES PER PALLET,1000,,1000,,,,,,500,500,,1500,,500,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,500,,500,,1000,500,,,500,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,,435,,,480,,720,,360,,600,,,,,,,,,,,,,480,,,,,,,,,,720,,,,,,,,,,360,,,,,,,,435,,,,,,,,,,,,,600,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,1960,,980,980,,,980,,980,,3920,1960,,1960,,,,,980,,,,,,,,,,,,,,,980,,,,,,,,980,,,,,,,,,1960,,,,,980,,,,,,,,,,1960,1960,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,,,,,,,,,,10,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,10,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),METHYLCELLULOSE,METHYLCELLULOSE 8KG Bags ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,200,200,100,200,200,200,100,150,200,400,100,,,,,200,,,,100,,,,,200,,,,,200,,200,,,,100,,,,,150,,,,,,,,200,,,,,,,200,,,,100,200,,,,200,,,,,,400
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),TD80GROUT      ,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,,,,,,,,,,20,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,20,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),10TCABLEKIT152 ,10T CABLE TENSIONING KIT ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,,,510,600,500,560,840,630,,,,,,,,,,,390,,210,,290,,210,,,,210,,350,360,,300,180,,180,210,,240,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),C604           ,ENERPAC HIGH FLOW HYDRAULIC COUPLER- COMPLETE SET ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,,,400,800,500,,,200,200,550,200,400,,,,,,,400,400,,500,,,,,,,,,,,,,,,,200,,,,,200,,,250,,,,,200,,,,,,400,,,,200,,300,,,,200,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,,,,,1400,1000,950,850,900,450,1450,800,600,,,,,,,,,600,,800,,,500,,,,500,500,,450,,,400,450,,,,,500,,400,,,,600,400,,,,,,,,,,400,400,,,450,450,,,,,600,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),EB1606B        ,EYE BOLT 16MM X 600MM HR0074,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),EB16CS         ,CONE & SHELL 16MM 50 UNITS PER PACK,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,,7000,,6250,7000,7500,6250,750,,,,,,,,,,,,,,4000,,2250,,4500,,,2500,,2500,2750,,2250,3000,,3250,,,,,,,750,,,,,,,,,,,,2500,4500,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,,2400,,1200,2400,1200,2400,,3900,1200,1800,,,,,,,,,,,,,1200,1200,,,,,1200,,,,,2400,,,,1200,,,,,,,,1350,,1200,,,,,,,2400,,,1800,,1350,1200,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,,1350,450,1350,600,1050,2400,1200,1050,900,1800,,,,,,,,,450,,450,,,900,,,,,600,,600,,,900,1050,,,900,,,600,,600,450,,,,450,,,,,,,,1350,,900,900,,,600,,,450,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,,6900,2250,7650,4500,5100,7800,5100,7500,10950,3300,2700,,,,,,,,2250,,2250,,2700,2700,,,2250,,2250,,2250,,2850,2250,2700,,,2850,,,2550,2550,,2250,,,4950,6000,1500,,,,,,3300,3600,,900,900,2550,2700,,,,,,,2700,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JFL4730G       ,FRICTION LOK BOLT 47MMX3000MM - GAL 150 BOLTS PER PACK,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JIHS05         ,10T MONO JACK FLAT NOSE ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JIHS06         ,10T MONO STRESSING JACK TAILPIPE ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JIHS07         ,10T SEAL KIT ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JIHS09         ,TAIL PIPE SPRING ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JOS6003G       ,AUSRO STRAP 6.0MX0.3M 10MM WIRE GAL OSH106H-6003G,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,,4900,,,2940,2940,,,2940,5880,1960,,,,,,,,,,,,,,2940,,,,,,2940,,,,,,,,,,,,,,,,,3920,1960,,,,,,,4900,,,1960,,2940,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JR20200450G    ,ROLL TOP PLATE 200X200X4MM 50MM HOLE GAL 500 PLATES PER PALLET,,,,,,,,7000,4000,7500,9000,2000,1000,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,4000,,,,,,4000,5000,4000,,,,,,,,,,2000,,3500,,,,,,,1000,,,4500
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),JTW152IHS      ,TENSIONER WEDGES 15.2MM X 10T ,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,300,200,300,475,225,400,200,650,200,250,,,,,,,,,,200,100,,200,,250,,,,225,,225,,,200,,200,,,,200,,,,,,250,,200,,,,,,,300,,250,,,200,200,,,,,,,,,100
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),T38MLOK24036AF ,DOLLIE T38 X 36AF 240MM LONG TO SUIT MECH LOK ,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),W80806         ,Milwaukee M28BX 28V Li-Io Red lithium battery,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR T/BOX (WONDER) (JA517),W80807         ,Milwaukee M28BX 28V Li-Io 3.0Ah Battery Charger,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,PHOENIX METAL FORM            ,PHOENIX METAL FORM (WA) (JA232),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",2800,,,1400,1400,,1400,,1400,,,,,,1400,,,,1400,,,,,,1400,,,,,,,,1400,,,,,,,,,1400,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),4REWORK        , ,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,,300,,,240,360,,,,1530,,,,,,,,,,,,,240,,,,,300,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),CCP35241010056G,MESH MINE 3.5MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-3524,200,100,100,100,100,,200,300,,,,,,,100,100,,100,,,,,,,,100,,,,,,,200,,,,250,50,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),CCP40241010056G,MESH MINE 4.0MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4024,500,,,,1000,500,,1150,,,,,,,500,,,,,,,500,500,,,,,,,,500,,,,,150,600,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,450,,,,450,200,,850,500,,,,,,450,,,,,,,450,,,,,,,,200,,,,,,250,,250,,350,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),CCP50241010056G,Mine Mesh 5000mm long IMG5H-44-5024,,300,,350,400,200,300,200,200,,,,,,,,,,,350,,,,,,400,,,,200,,,300,,,,,,,,200,,,200,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),CS1526001BM    ,CABLE REEL 15.2MM X 600M - 1 BULB PER METRE 1 REEL X 600M PER PALLET,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),EB16CS         ,CONE & SHELL 16MM 50 UNITS PER PACK,550,300,750,350,300,300,600,750,,900,550,,,,,550,,,,,350,,,,300,,,,,300,,,,600,,,300,,,,450,,,,,,300,,,550,,,,,,450,,300,,,,,900,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,,80,80,80,,,,,,,,,,,,,,,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JCB15063TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.3M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",250,,,100,200,,600,,,,,,,,250,,,100,,,,,,100,,100,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,5500,4500,3750,4250,12000,8000,3600,8750,,,,,,,5500,,,,4250,,,4000,4000,,,4000,,,,4000,4000,,,,3600,,3250,,,5500,,,,,,,4500,,,,,,,,,,3750,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JCP2839150636H ,COMBI PLATE 280X300 + V150X6MM TOP PLATE 36MM HOLE 250 PLATES PER PALLET,750,,,1000,1000,,1000,2000,,,,,,,,750,,,1000,,,,,,1000,,,,,,,750,,,250,1000,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JF303010202    ,FLAT PLATE 300X300X10MM 2 X 20MM HOLES BLACK 100 PLATES PER PALLET,,400,400,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JFL3315G       ,FRICTION LOK BOLT 33MMX1500MM - GAL 300 BOLTS PER PACK,300,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,3150,,1200,1200,1350,,3000,,,,,,,,,1800,1200,,,,,,1200,,,,,,,1350,,,,,1200,,,,1800,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,900,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,6150,,6750,,7950,8550,,13950,1200,,,,,,6150,,,,,,,7950,,,,,,,,4200,4350,,,,,,8550,,,5400,,,,,1200,,,,,,,,,,,,3300,3450,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JFL4730G       ,FRICTION LOK BOLT 47MMX3000MM - GAL 150 BOLTS PER PACK,300,600,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JLPIN          ,L PIN 600MM LONG X 100MM ,,,,100,,25,129,,,,,,,,,,,,100,,,,,,,,,,,,25,,,75,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",,1000,,1000,1000,,1000,1750,,,,,,,,,1000,1000,,,,,,,1000,,,,,,,1000,,,,750,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,1960,,1960,,1960,,,,1960,,,,,,,1960,,,,,,,,,1960,,,,,,,,,,,,,,,,,,980,980,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),JTB2018SH      ,J-TECH BOLT 20MMX1.8M SHEARED 100 UNITS PER PACK,450,450,,650,850,,400,1450,750,,,,,,450,,,650,,,,400,,,450,,,450,,,,400,,,,750,300,,,400,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),M20NUTDOMEDG   ,J-TECH NUT M20 DOMED - GALVANISED 50 UNITS PER PACK,1500,,,2300,,,,,2500,,,,,,1500,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,150,550,150,150,150,,150,125,90,150,,275,,,150,,400,,150,,,,,,150,,,,,,,,,,150,,125,,,,,,90,,,,,,,,,150,,,,,,150,275,,,150,,,,,,,,,,
HROCK WEST,RED 5 LIMITED                 ,DARLOT MINING COMPANY P/L (JA309),SCALING24AL    ,SCALING BAR 2400MM LONG - ALUMINIUM ,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),3HOOKHANGER    ,3 HOOK SERVICE HANGER ,40,,,,20,,,20,5,15,,,15,,,40,,,,,,,,,20,,,,,,,,,,,,,,,,20,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,15,,,5
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),4HOOKHANGER    ,4 HOOK SERVICE HANGER ,20,,,,20,10,,10,10,,,,20,,,20,,,,,,,,,20,,,,,,10,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,20,,,30
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,60,,20,60,40,40,40,,40,20,20,,,,,60,,,,60,,,,,40,,,,,,40,,,40,,,,,,,,,,40,,20,,,,20,,,,,,,20,,,,,,,,,,,,,,,100
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),CCP40241010056G,MESH MINE 4.0MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4024,,150,50,200,200,100,200,100,100,150,100,,150,,,,,,,,200,,,,200,,,,,,100,,,200,,,,,,,100,,,100,,150,,,,100,,150,,,,,50,,,,,,,,,,,,150,,,100
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),EB2406B        ,EYE BOLT 24MM X 600MM ,,20,,,40,10,20,20,,,,,30,,,,,,,,,,,,40,,,,,,10,,,20,,,,,,,20,,,,,,,,,,,20,,,,,,,,,,,,,,,,,30,,,
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,20,,,60,20,20,20,,,,,20,,,,,,,,,,,,60,,,,,,20,,,20,,,,,,,20,,,,,,,,,,,20,,,,,,,,,,,,,,,,,20,,,20
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),JCB15063TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.3M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,,15,50,60,,,50,,50,,,,,,,,,,50,,,,,60,,,,,,,,,,,,,,,,50,,,,,50,,,,,,,,,,,15,,,,,,,,,,,,,,,
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,1500,2750,1000,2500,2250,1250,2000,2500,1250,2750,1500,,2000,,,1500,,,,,2500,,,,2250,,,,,,1250,,,2000,,,,,,,2500,,,1250,,2750,,,,1500,,2750,,,,,1000,,,,,,,,,,,,2000,,,1750
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),JCP2839K41HG   ,COMBI PLATE 280X300 +K150X5MM TOP PLATE 41MM H GAL 250 PLATES PER PALLET,,,,250,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,SECOND FORTUNE GOLD PROJECT   ,SECOND FORTUNE GOLD PROJECT P/L (JA521),JF202010202    ,FLAT PLATE 200X200X10MM 2 X 20MM HOLES BLACK 250 PLATES PER PALLET,,50,,50,25,5,10,35,25,20,10,,15,,,,,,,50,,,,,25,,,,,,5,,,10,,,,,,,35,,,25,,20,,,,10,,50,,,,,,,,,,,,,,,,,15,,,35
